S.NO.,PS CATEGORY,problem statement title,Domain Bucket
909,Software,Development of gamifiedplatform on Children's Rightsto increase legal literacy andawareness among children inIndia,SmartEducation
910,Software,Development of gamifiedplatform on Children's Rightsto increase legal literacy andawareness among children inIndia,SmartEducation
911,Software,Tech-Driven Solutions forUndertrial Prisoners in India,Miscellaneous
912,Software,Tech-Driven Solutions forUndertrial Prisoners in India,Miscellaneous
913,Software,Tech-Driven Solutions forUndertrial Prisoners in India,Miscellaneous
914,Software,Tech-Driven Solutions forUndertrial Prisoners in India,Miscellaneous
915,Software,Tech-Driven Solutions forUndertrial Prisoners in India,Miscellaneous
916,Software,Tech-Driven Solutions forUndertrial Prisoners in India,Miscellaneous
917,Software,Digital Assistant for LegalAwareness and Designing aKYC framework in India,SmartEducation
918,Software,Digital Assistant for LegalAwareness and Designing aKYC framework in India,SmartEducation
919,Software,Digital Assistant for LegalAwareness and Designing aKYC framework in India,SmartEducation
920,Software,Digital Assistant for LegalAwareness and Designing aKYC framework in India,SmartEducation
921,Software,Digital Assistant for LegalAwareness and Designing aKYC framework in India,SmartEducation
922,Software,Digital Assistant for LegalAwareness and Designing aKYC framework in India,SmartEducation
923,Software,Developing a Blockchain-Based eVault for LegalRecords,Blockchain &Cybersecurity
924,Software,Developing a Blockchain-Based eVault for LegalRecords,Blockchain &Cybersecurity
925,Software,Developing a Blockchain-Based eVault for LegalRecords,Blockchain &Cybersecurity
926,Software,Developing a Blockchain-Based eVault for LegalRecords,Blockchain &Cybersecurity
927,Software,AI-powered LegalDocumentation Assistant,Miscellaneous
928,Software,AI-powered LegalDocumentation Assistant,Miscellaneous
929,Software,AI-powered LegalDocumentation Assistant,Miscellaneous
930,Software,AI-powered LegalDocumentation Assistant,Miscellaneous
931,Software,AI-powered LegalDocumentation Assistant,Miscellaneous
932,Software,"Incentives based Design foronboarding Legal ServiceProviders such as Advocates,Arbitrators, Mediators,Notaries, Document Writers,etc on eMarket Place forextending Legal Services toCitizens in India",Miscellaneous
933,Software,"Incentives based Design foronboarding Legal ServiceProviders such as Advocates,Arbitrators, Mediators,Notaries, Document Writers,etc on eMarket Place forextending Legal Services toCitizens in India",Miscellaneous
934,Software,"Incentives based Design foronboarding Legal ServiceProviders such as Advocates,Arbitrators, Mediators,Notaries, Document Writers,etc on eMarket Place forextending Legal Services toCitizens in India",Miscellaneous
935,Software,"Incentives based Design foronboarding Legal ServiceProviders such as Advocates,Arbitrators, Mediators,Notaries, Document Writers,etc on eMarket Place forextending Legal Services toCitizens in India",Miscellaneous
936,Software,"Incentives based Design foronboarding Legal ServiceProviders such as Advocates,Arbitrators, Mediators,Notaries, Document Writers,etc on eMarket Place forextending Legal Services toCitizens in India",Miscellaneous
937,Software,"Incentives based Design foronboarding Legal ServiceProviders such as Advocates,Arbitrators, Mediators,Notaries, Document Writers,etc on eMarket Place forextending Legal Services toCitizens in India",Miscellaneous
954,Software,Unpredictable failure of polypulleys along cable beltconveyor system for pulleychanging,Transportation& Logistics
955,Software,Unpredictable failure of polypulleys along cable beltconveyor system for pulleychanging,Transportation& Logistics
956,Software,Unpredictable failure of polypulleys along cable beltconveyor system for pulleychanging,Transportation& Logistics
957,Software,Unpredictable failure of polypulleys along cable beltconveyor system for pulleychanging,Transportation& Logistics
958,Software,Unpredictable failure of polypulleys along cable beltconveyor system for pulleychanging,Transportation& Logistics
959,Software,Unpredictable failure of polypulleys along cable beltconveyor system for pulleychanging,Transportation& Logistics
960,Software,Automation of drill core rocksample lithology logging.,Transportation& Logistics
961,Software,Automation of drill core rocksample lithology logging.,Transportation& Logistics
962,Software,Automation of drill core rocksample lithology logging.,Transportation& Logistics
963,Software,Automation of drill core rocksample lithology logging.,Transportation& Logistics
964,Software,Automation of drill core rocksample lithology logging.,Transportation& Logistics
980,Software,Dredging Analysis andDecision Support System.,Transportation& Logistics
981,Software,Dredging Analysis andDecision Support System.,Transportation& Logistics
982,Software,Dredging Analysis andDecision Support System.,Transportation& Logistics
983,Software,Dredging Analysis andDecision Support System.,Transportation& Logistics
984,Software,Dredging Analysis andDecision Support System.,Transportation& Logistics
985,Software,Leveraging the power of deep learning to overcome the challenges of marine engineering and improve vessel operations,Smart Automation
986,Software,Leveraging the power of deep learning to overcome the challenges of marine engineering and improve vessel operations,Smart Automation
987,Software,Leveraging the power of deep learning to overcome the challenges of marine engineering and improve vessel operations,Smart Automation
988,Software,Leveraging the power of deep learning to overcome the challenges of marine engineering and improve vessel operations,Smart Automation
989,Software,Leveraging the power of deep learning to overcome the challenges of marine engineering and improve vessel operations,Smart Automation
990,Software,Dashboard for real-timemonitoring of constructionprojects.,Transportation& Logistics
991,Software,Dashboard for real-timemonitoring of constructionprojects.,Transportation& Logistics
992,Software,Dashboard for real-timemonitoring of constructionprojects.,Transportation& Logistics
993,Software,Dashboard for real-timemonitoring of constructionprojects.,Transportation& Logistics
994,Software,Dashboard for real-timemonitoring of constructionprojects.,Transportation& Logistics
995,Software,Al-based Generative design ofHydro power plants.,Renewable /SustainableEnergy
996,Software,Al-based Generative design ofHydro power plants.,Renewable /SustainableEnergy
997,Software,Al-based Generative design ofHydro power plants.,Renewable /SustainableEnergy
998,Software,Al-based Generative design ofHydro power plants.,Renewable /SustainableEnergy
999,Software,Al-based Generative design ofHydro power plants.,Renewable /SustainableEnergy
1000,Software,Al Based Drone Application,Robotics andDrones
1001,Software,Al Based Drone Application,Robotics andDrones
1002,Software,Al Based Drone Application,Robotics andDrones
1003,Software,Al Based Drone Application,Robotics andDrones
1004,Software,Al Based Drone Application,Robotics andDrones
1022,Software,Language translator tool toconvert English to Hindi(official Language) which canbe used by all the governmentorganizations websitesofficially.,SmartAutomation
1023,Software,Language translator tool toconvert English to Hindi(official Language) which canbe used by all the governmentorganizations websitesofficially.,SmartAutomation
1024,Software,Language translator tool toconvert English to Hindi(official Language) which canbe used by all the governmentorganizations websitesofficially.,SmartAutomation
1025,Software,Language translator tool toconvert English to Hindi(official Language) which canbe used by all the governmentorganizations websitesofficially.,SmartAutomation
1026,Software,Language translator tool toconvert English to Hindi(official Language) which canbe used by all the governmentorganizations websitesofficially.,SmartAutomation
1027,Software,Design of CYBER-SECURITY ENABLEDSMART CONTROLLER forgrid-connected Microgrid,Blockchain &Cybersecurity
1028,Software,Design of CYBER-SECURITY ENABLEDSMART CONTROLLER forgrid-connected Microgrid,Blockchain &Cybersecurity
1029,Software,Design of CYBER-SECURITY ENABLEDSMART CONTROLLER forgrid-connected Microgrid,Blockchain &Cybersecurity
1030,Software,Design of CYBER-SECURITY ENABLEDSMART CONTROLLER forgrid-connected Microgrid,Blockchain &Cybersecurity
1031,Software,Design of CYBER-SECURITY ENABLEDSMART CONTROLLER forgrid-connected Microgrid,Blockchain &Cybersecurity
1045,Software,"Creation of Live DigitalTwins for the power Projectsand integration with allexisting monitoring anddatabase system which willgive a holistic real timeapproach to the project andplant from all aspect ofconstruction, operation and",SmartAutomation
1046,Software,"Creation of Live DigitalTwins for the power Projectsand integration with allexisting monitoring anddatabase system which willgive a holistic real timeapproach to the project andplant from all aspect ofconstruction, operation and",SmartAutomation
1047,Software,"Creation of Live DigitalTwins for the power Projectsand integration with allexisting monitoring anddatabase system which willgive a holistic real timeapproach to the project andplant from all aspect ofconstruction, operation and",SmartAutomation
1048,Software,"Creation of Live DigitalTwins for the power Projectsand integration with allexisting monitoring anddatabase system which willgive a holistic real timeapproach to the project andplant from all aspect ofconstruction, operation and",SmartAutomation
1049,Software,"Creation of Live DigitalTwins for the power Projectsand integration with allexisting monitoring anddatabase system which willgive a holistic real timeapproach to the project andplant from all aspect ofconstruction, operation and",SmartAutomation
1050,Software,maintenance.Segregating and informationon regulatory / Gofi.PolicieVGuidelines/OfficeMemorauda etc. related toContract and Procurementissues for proper complianceand reporting of the same.,Miscellaneous
1051,Software,maintenance.Segregating and informationon regulatory / Gofi.PolicieVGuidelines/OfficeMemorauda etc. related toContract and Procurementissues for proper complianceand reporting of the same.,Miscellaneous
1052,Software,maintenance.Segregating and informationon regulatory / Gofi.PolicieVGuidelines/OfficeMemorauda etc. related toContract and Procurementissues for proper complianceand reporting of the same.,Miscellaneous
1053,Software,maintenance.Segregating and informationon regulatory / Gofi.PolicieVGuidelines/OfficeMemorauda etc. related toContract and Procurementissues for proper complianceand reporting of the same.,Miscellaneous
1054,Software,maintenance.Segregating and informationon regulatory / Gofi.PolicieVGuidelines/OfficeMemorauda etc. related toContract and Procurementissues for proper complianceand reporting of the same.,Miscellaneous
1055,Software,Vegetation measurementalong the line corridor usingsatellite imagery,"Agriculture,FoodTech &RuralDevelopment"
1056,Software,Vegetation measurementalong the line corridor usingsatellite imagery,"Agriculture,FoodTech &RuralDevelopment"
1057,Software,Vegetation measurementalong the line corridor usingsatellite imagery,"Agriculture,FoodTech &RuralDevelopment"
1058,Software,Vegetation measurementalong the line corridor usingsatellite imagery,"Agriculture,FoodTech &RuralDevelopment"
1059,Software,Vegetation measurementalong the line corridor usingsatellite imagery,"Agriculture,FoodTech &RuralDevelopment"
1060,Software,lntelligent chatbot to answerqueries pertaining to variousMaintenance Processes withinSubstation,SmartEducation
1061,Software,lntelligent chatbot to answerqueries pertaining to variousMaintenance Processes withinSubstation,SmartEducation
1062,Software,lntelligent chatbot to answerqueries pertaining to variousMaintenance Processes withinSubstation,SmartEducation
1063,Software,lntelligent chatbot to answerqueries pertaining to variousMaintenance Processes withinSubstation,SmartEducation
1064,Software,lntelligent chatbot to answerqueries pertaining to variousMaintenance Processes withinSubstation,SmartEducation
1065,Software,lntelligent chatbot to answerqueries pertaining to variousMaintenance Processes withinSubstation,SmartEducation
1066,Software,Analysis and identification ofmalicious mobile applications,Blockchain &Cybersecurity
1067,Software,Analysis and identification ofmalicious mobile applications,Blockchain &Cybersecurity
1068,Software,Analysis and identification ofmalicious mobile applications,Blockchain &Cybersecurity
1069,Software,Analysis and identification ofmalicious mobile applications,Blockchain &Cybersecurity
1070,Software,Analysis and identification ofmalicious mobile applications,Blockchain &Cybersecurity
1071,Software,Analysis and identification ofmalicious mobile applications,Blockchain &Cybersecurity
1077,Software,Detection of Malwarei Trojanin softwares used in PowerSector.,Blockchain &Cybersecurity
1078,Software,Detection of Malwarei Trojanin softwares used in PowerSector.,Blockchain &Cybersecurity
1079,Software,Detection of Malwarei Trojanin softwares used in PowerSector.,Blockchain &Cybersecurity
1080,Software,Detection of Malwarei Trojanin softwares used in PowerSector.,Blockchain &Cybersecurity
1081,Software,Detection of Malwarei Trojanin softwares used in PowerSector.,Blockchain &Cybersecurity
1082,Software,"To develop centralisedinformation security .Log-collection facility' or 'securityoperation centre (soc)' in thepower sector, consideringcEA cybersecurity (Powersector) Guidelines, 2021tokeep lr and or networkingSystem isolated and air-gapped.",Blockchain &Cybersecurity
1083,Software,"To develop centralisedinformation security .Log-collection facility' or 'securityoperation centre (soc)' in thepower sector, consideringcEA cybersecurity (Powersector) Guidelines, 2021tokeep lr and or networkingSystem isolated and air-gapped.",Blockchain &Cybersecurity
1084,Software,"To develop centralisedinformation security .Log-collection facility' or 'securityoperation centre (soc)' in thepower sector, consideringcEA cybersecurity (Powersector) Guidelines, 2021tokeep lr and or networkingSystem isolated and air-gapped.",Blockchain &Cybersecurity
1085,Software,"To develop centralisedinformation security .Log-collection facility' or 'securityoperation centre (soc)' in thepower sector, consideringcEA cybersecurity (Powersector) Guidelines, 2021tokeep lr and or networkingSystem isolated and air-gapped.",Blockchain &Cybersecurity
1086,Software,Creation of dedicated real-time 'Procurement Data Portal' as well as 'Vendor Payment Data portal' to capture all related data in respect of NEEPCO's procurements and payments including Procurement from MSE Sector and procurement in GeM Portal,Miscellaneous
1087,Software,Creation of dedicated real-time 'Procurement Data Portal' as well as 'Vendor Payment Data portal' to capture all related data in respect of NEEPCO's procurements and payments including Procurement from MSE Sector and procurement in GeM Portal,Miscellaneous
1088,Software,Creation of dedicated real-time 'Procurement Data Portal' as well as 'Vendor Payment Data portal' to capture all related data in respect of NEEPCO's procurements and payments including Procurement from MSE Sector and procurement in GeM Portal,Miscellaneous
1089,Software,Creation of dedicated real-time 'Procurement Data Portal' as well as 'Vendor Payment Data portal' to capture all related data in respect of NEEPCO's procurements and payments including Procurement from MSE Sector and procurement in GeM Portal,Miscellaneous
1090,Software,Creation of dedicated real-time 'Procurement Data Portal' as well as 'Vendor Payment Data portal' to capture all related data in respect of NEEPCO's procurements and payments including Procurement from MSE Sector and procurement in GeM Portal,Miscellaneous
1091,Software,Natural language translationengine for announcementsand informationdissemination at stations,SmartAutomation
1092,Software,Natural language translationengine for announcementsand informationdissemination at stations,SmartAutomation
1093,Software,Natural language translationengine for announcementsand informationdissemination at stations,SmartAutomation
1094,Software,Natural language translationengine for announcementsand informationdissemination at stations,SmartAutomation
1095,Software,Natural language translationengine for announcementsand informationdissemination at stations,SmartAutomation
1096,Software,Natural language translationengine for announcementsand informationdissemination at stations,SmartAutomation
1097,Software,Natural language translationengine for announcementsand informationdissemination at stations,SmartAutomation
1098,Software,"Using existing CCTVnetwork for crowdmanagement, crimeprevention, and workmonitoring using AIiML",SmartAutomation
1099,Software,"Using existing CCTVnetwork for crowdmanagement, crimeprevention, and workmonitoring using AIiML",SmartAutomation
1100,Software,"Using existing CCTVnetwork for crowdmanagement, crimeprevention, and workmonitoring using AIiML",SmartAutomation
1101,Software,"Using existing CCTVnetwork for crowdmanagement, crimeprevention, and workmonitoring using AIiML",SmartAutomation
1102,Software,"Using existing CCTVnetwork for crowdmanagement, crimeprevention, and workmonitoring using AIiML",SmartAutomation
1103,Software,"Using existing CCTVnetwork for crowdmanagement, crimeprevention, and workmonitoring using AIiML",SmartAutomation
1104,Software,"Using existing CCTVnetwork for crowdmanagement, crimeprevention, and workmonitoring using AIiML",SmartAutomation
1105,Software,AR/VR based application which helps visualize the complete house virtually at an early stage which can help in cost estimation planning and completion of the house in time,Smart Automation
1106,Software,AR/VR based application which helps visualize the complete house virtually at an early stage which can help in cost estimation planning and completion of the house in time,Smart Automation
1107,Software,AR/VR based application which helps visualize the complete house virtually at an early stage which can help in cost estimation planning and completion of the house in time,Smart Automation
1108,Software,AR/VR based application which helps visualize the complete house virtually at an early stage which can help in cost estimation planning and completion of the house in time,Smart Automation
1109,Software,AR/VR based application which helps visualize the complete house virtually at an early stage which can help in cost estimation planning and completion of the house in time,Smart Automation
1110,Software,Develop a solution to identify discrepancies in Quality Monitoring Data on OMMAS and generate reports that highlight areas where corrective action is required,Smart Automation
1111,Software,Develop a solution to identify discrepancies in Quality Monitoring Data on OMMAS and generate reports that highlight areas where corrective action is required,Smart Automation
1112,Software,Develop a solution to identify discrepancies in Quality Monitoring Data on OMMAS and generate reports that highlight areas where corrective action is required,Smart Automation
1113,Software,Develop a solution to identify discrepancies in Quality Monitoring Data on OMMAS and generate reports that highlight areas where corrective action is required,Smart Automation
1114,Software,Develop a solution to identify discrepancies in Quality Monitoring Data on OMMAS and generate reports that highlight areas where corrective action is required,Smart Automation
1115,Software,Developing an algorithm/programme to measure increase in income of FPOs on account of project interventions under WDC 2.0,"Agriculture, FoodTech & Rural Development"
1116,Software,Developing an algorithm/programme to measure increase in income of FPOs on account of project interventions under WDC 2.0,"Agriculture, FoodTech & Rural Development"
1117,Software,Developing an algorithm/programme to measure increase in income of FPOs on account of project interventions under WDC 2.0,"Agriculture, FoodTech & Rural Development"
1118,Software,Developing an algorithm/programme to measure increase in income of FPOs on account of project interventions under WDC 2.0,"Agriculture, FoodTech & Rural Development"
1119,Software,Developing an algorithm/programme to measure increase in income of FPOs on account of project interventions under WDC 2.0,"Agriculture, FoodTech & Rural Development"
1120,Software,Developing an algorithm/programme to measure increase in income of FPOs on account of project interventions under WDC 2.0,"Agriculture, FoodTech & Rural Development"
1121,Software,Number of persons benefitted from using the Water Harvesting Structures (WHS) created/rejuvenated in the project areas under WDC 2.0 for economic activities like fisheries etc for alternate source of income generation,"Agriculture, FoodTech & Rural Development"
1122,Software,Number of persons benefitted from using the Water Harvesting Structures (WHS) created/rejuvenated in the project areas under WDC 2.0 for economic activities like fisheries etc for alternate source of income generation,"Agriculture, FoodTech & Rural Development"
1123,Software,Number of persons benefitted from using the Water Harvesting Structures (WHS) created/rejuvenated in the project areas under WDC 2.0 for economic activities like fisheries etc for alternate source of income generation,"Agriculture, FoodTech & Rural Development"
1124,Software,Number of persons benefitted from using the Water Harvesting Structures (WHS) created/rejuvenated in the project areas under WDC 2.0 for economic activities like fisheries etc for alternate source of income generation,"Agriculture, FoodTech & Rural Development"
1125,Software,Number of persons benefitted from using the Water Harvesting Structures (WHS) created/rejuvenated in the project areas under WDC 2.0 for economic activities like fisheries etc for alternate source of income generation,"Agriculture, FoodTech & Rural Development"
1126,Software,"Development of suitable Software and Hardware components/sensors for springshed mapping, monitoring and management","Agriculture, FoodTech & Rural Development"
1127,Software,"Development of suitable Software and Hardware components/sensors for springshed mapping, monitoring and management","Agriculture, FoodTech & Rural Development"
1128,Software,"Development of suitable Software and Hardware components/sensors for springshed mapping, monitoring and management","Agriculture, FoodTech & Rural Development"
1129,Software,"Development of suitable Software and Hardware components/sensors for springshed mapping, monitoring and management","Agriculture, FoodTech & Rural Development"
1130,Software,"Development of suitable Software and Hardware components/sensors for springshed mapping, monitoring and management","Agriculture, FoodTech & Rural Development"
1131,Software,Land profiling of Asset Creation process,Miscellaneous
1132,Software,Land profiling of Asset Creation process,Miscellaneous
1133,Software,Land profiling of Asset Creation process,Miscellaneous
1134,Software,Land profiling of Asset Creation process,Miscellaneous
1135,Software,Land profiling of Asset Creation process,Miscellaneous
1142,Software,Computerized cognitiveRetraining Program for Hometraining of Children withDisabilities.,MedTech /BioTech /HealthTech
1143,Software,Computerized cognitiveRetraining Program for Hometraining of Children withDisabilities.,MedTech /BioTech /HealthTech
1144,Software,Computerized cognitiveRetraining Program for Hometraining of Children withDisabilities.,MedTech /BioTech /HealthTech
1145,Software,Computerized cognitiveRetraining Program for Hometraining of Children withDisabilities.,MedTech /BioTech /HealthTech
1146,Software,Computerized cognitiveRetraining Program for Hometraining of Children withDisabilities.,MedTech /BioTech /HealthTech
1147,Software,Computerized cognitiveRetraining Program for Hometraining of Children withDisabilities.,MedTech /BioTech /HealthTech
1148,Software,Udyog Saarthi App -(Progressive Web-basedApplication) for Adultsundergoing Job coaching foropportunities under 4%reservation in NIEPMD andother Institutions.,SmartAutomation
1149,Software,Udyog Saarthi App -(Progressive Web-basedApplication) for Adultsundergoing Job coaching foropportunities under 4%reservation in NIEPMD andother Institutions.,SmartAutomation
1150,Software,Udyog Saarthi App -(Progressive Web-basedApplication) for Adultsundergoing Job coaching foropportunities under 4%reservation in NIEPMD andother Institutions.,SmartAutomation
1151,Software,Udyog Saarthi App -(Progressive Web-basedApplication) for Adultsundergoing Job coaching foropportunities under 4%reservation in NIEPMD andother Institutions.,SmartAutomation
1152,Software,Udyog Saarthi App -(Progressive Web-basedApplication) for Adultsundergoing Job coaching foropportunities under 4%reservation in NIEPMD andother Institutions.,SmartAutomation
1153,Software,Udyog Saarthi App -(Progressive Web-basedApplication) for Adultsundergoing Job coaching foropportunities under 4%reservation in NIEPMD andother Institutions.,SmartAutomation
1154,Software,Software for intervention ofspeech sound disorders inHindi and English.,SmartEducation
1155,Software,Software for intervention ofspeech sound disorders inHindi and English.,SmartEducation
1156,Software,Software for intervention ofspeech sound disorders inHindi and English.,SmartEducation
1157,Software,Software for intervention ofspeech sound disorders inHindi and English.,SmartEducation
1158,Software,Software for intervention ofspeech sound disorders inHindi and English.,SmartEducation
1159,Software,Centralised Nasha MuktiDatabase,Miscellaneous
1160,Software,Centralised Nasha MuktiDatabase,Miscellaneous
1161,Software,Centralised Nasha MuktiDatabase,Miscellaneous
1162,Software,Centralised Nasha MuktiDatabase,Miscellaneous
1163,Software,Centralised Nasha MuktiDatabase,Miscellaneous
1164,Software,"To develop a technicalsolution for enablingInstitution level verificationof students of one Statestudying in other State/s, whoare at present generallydenied benefits under theScholarship scheme as theInstitutions in which they arestudying are not registered onthe portal/s of their home",SmartEducation
1165,Software,"To develop a technicalsolution for enablingInstitution level verificationof students of one Statestudying in other State/s, whoare at present generallydenied benefits under theScholarship scheme as theInstitutions in which they arestudying are not registered onthe portal/s of their home",SmartEducation
1166,Software,"To develop a technicalsolution for enablingInstitution level verificationof students of one Statestudying in other State/s, whoare at present generallydenied benefits under theScholarship scheme as theInstitutions in which they arestudying are not registered onthe portal/s of their home",SmartEducation
1167,Software,"To develop a technicalsolution for enablingInstitution level verificationof students of one Statestudying in other State/s, whoare at present generallydenied benefits under theScholarship scheme as theInstitutions in which they arestudying are not registered onthe portal/s of their home",SmartEducation
1168,Software,"To develop a technicalsolution for enablingInstitution level verificationof students of one Statestudying in other State/s, whoare at present generallydenied benefits under theScholarship scheme as theInstitutions in which they arestudying are not registered onthe portal/s of their home",SmartEducation
1169,Software,"To develop a technicalsolution for enablingInstitution level verificationof students of one Statestudying in other State/s, whoare at present generallydenied benefits under theScholarship scheme as theInstitutions in which they arestudying are not registered onthe portal/s of their home",SmartEducation
1177,Software,Ear Electronic Device for Tinnitus Frequency Finding and Adjusting to Provide Relief to Tinnitus Suffering Patient,MedTech / BioTech / HealthTech
1178,Software,Ear Electronic Device for Tinnitus Frequency Finding and Adjusting to Provide Relief to Tinnitus Suffering Patient,MedTech / BioTech / HealthTech
1179,Software,Ear Electronic Device for Tinnitus Frequency Finding and Adjusting to Provide Relief to Tinnitus Suffering Patient,MedTech / BioTech / HealthTech
1180,Software,Ear Electronic Device for Tinnitus Frequency Finding and Adjusting to Provide Relief to Tinnitus Suffering Patient,MedTech / BioTech / HealthTech
1181,Software,Ear Electronic Device for Tinnitus Frequency Finding and Adjusting to Provide Relief to Tinnitus Suffering Patient,MedTech / BioTech / HealthTech
1182,Software,APP Based Digital Audiometer,MedTech / BioTech / HealthTech
1183,Software,APP Based Digital Audiometer,MedTech / BioTech / HealthTech
1184,Software,APP Based Digital Audiometer,MedTech / BioTech / HealthTech
1185,Software,APP Based Digital Audiometer,MedTech / BioTech / HealthTech
1186,Software,APP Based Digital Audiometer,MedTech / BioTech / HealthTech
1193,Software,Develop therapy materials in Hindi for misarticulation children,MedTech / BioTech / HealthTech
1194,Software,Develop therapy materials in Hindi for misarticulation children,MedTech / BioTech / HealthTech
1195,Software,Develop therapy materials in Hindi for misarticulation children,MedTech / BioTech / HealthTech
1196,Software,Develop therapy materials in Hindi for misarticulation children,MedTech / BioTech / HealthTech
1197,Software,Develop therapy materials in Hindi for misarticulation children,MedTech / BioTech / HealthTech
1203,Software,Application Development formonitoring of wool fromFarm to fabric,Transportation& Logistics
1204,Software,Application Development formonitoring of wool fromFarm to fabric,Transportation& Logistics
1205,Software,Application Development formonitoring of wool fromFarm to fabric,Transportation& Logistics
1206,Software,Application Development formonitoring of wool fromFarm to fabric,Transportation& Logistics
1207,Software,Application Development formonitoring of wool fromFarm to fabric,Transportation& Logistics
1208,Software,Application Development formonitoring of wool fromFarm to fabric,Transportation& Logistics
1209,Software,De-anonymisation for monitoring and tracking of illegal activities performed using cryptocurrency transaction technology,Blockchain & Cybersecurity
1210,Software,De-anonymisation for monitoring and tracking of illegal activities performed using cryptocurrency transaction technology,Blockchain & Cybersecurity
1211,Software,De-anonymisation for monitoring and tracking of illegal activities performed using cryptocurrency transaction technology,Blockchain & Cybersecurity
1212,Software,De-anonymisation for monitoring and tracking of illegal activities performed using cryptocurrency transaction technology,Blockchain & Cybersecurity
1213,Software,De-anonymisation for monitoring and tracking of illegal activities performed using cryptocurrency transaction technology,Blockchain & Cybersecurity
1214,Software,De-anonymisation for monitoring and tracking of illegal activities performed using cryptocurrency transaction technology,Blockchain & Cybersecurity
1215,Software,De-anonymisation for monitoring and tracking of illegal activities performed using cryptocurrency transaction technology,Blockchain & Cybersecurity
1216,Software,De-anonymisation for monitoring and tracking of illegal activities performed using cryptocurrency transaction technology,Blockchain & Cybersecurity
1217,Software,De-anonymisation for monitoring and tracking of illegal activities performed using cryptocurrency transaction technology,Blockchain & Cybersecurity
1218,Software,Developing a GUI based hardening script for Ubuntu operating system with flexibility to cater for organisational security policies,Miscellaneous
1219,Software,Developing a GUI based hardening script for Ubuntu operating system with flexibility to cater for organisational security policies,Miscellaneous
1220,Software,Developing a GUI based hardening script for Ubuntu operating system with flexibility to cater for organisational security policies,Miscellaneous
1221,Software,Developing a GUI based hardening script for Ubuntu operating system with flexibility to cater for organisational security policies,Miscellaneous
1222,Software,Developing a GUI based hardening script for Ubuntu operating system with flexibility to cater for organisational security policies,Miscellaneous
1223,Software,Developing a GUI based hardening script for Ubuntu operating system with flexibility to cater for organisational security policies,Miscellaneous
1224,Software,Identification and Extraction of Forward Error Correction (FEC) schemes of unknown demodulated signals,Miscellaneous
1225,Software,Identification and Extraction of Forward Error Correction (FEC) schemes of unknown demodulated signals,Miscellaneous
1226,Software,Identification and Extraction of Forward Error Correction (FEC) schemes of unknown demodulated signals,Miscellaneous
1227,Software,Identification and Extraction of Forward Error Correction (FEC) schemes of unknown demodulated signals,Miscellaneous
1228,Software,Identification and Extraction of Forward Error Correction (FEC) schemes of unknown demodulated signals,Miscellaneous
1234,Software,"Design, develop and implement a software bill of materials (SBOM) generation tool that can generate the complete SBOM of custom-developed software (including in-house developments by organisations)",Smart Automation
1235,Software,"Design, develop and implement a software bill of materials (SBOM) generation tool that can generate the complete SBOM of custom-developed software (including in-house developments by organisations)",Smart Automation
1236,Software,"Design, develop and implement a software bill of materials (SBOM) generation tool that can generate the complete SBOM of custom-developed software (including in-house developments by organisations)",Smart Automation
1237,Software,"Design, develop and implement a software bill of materials (SBOM) generation tool that can generate the complete SBOM of custom-developed software (including in-house developments by organisations)",Smart Automation
1238,Software,"Design, develop and implement a software bill of materials (SBOM) generation tool that can generate the complete SBOM of custom-developed software (including in-house developments by organisations)",Smart Automation
1239,Software,"Design, develop and implement a software bill of materials (SBOM) generation tool that can generate the complete SBOM of custom-developed software (including in-house developments by organisations)",Smart Automation
1240,Software,Develop and deploy a Large Language Model (LLM) based tool for generating human-like responses to natural language inputs for network not connected over internet,Smart Automation
1241,Software,Develop and deploy a Large Language Model (LLM) based tool for generating human-like responses to natural language inputs for network not connected over internet,Smart Automation
1242,Software,Develop and deploy a Large Language Model (LLM) based tool for generating human-like responses to natural language inputs for network not connected over internet,Smart Automation
1243,Software,Develop and deploy a Large Language Model (LLM) based tool for generating human-like responses to natural language inputs for network not connected over internet,Smart Automation
1244,Software,Develop and deploy a Large Language Model (LLM) based tool for generating human-like responses to natural language inputs for network not connected over internet,Smart Automation
1245,Software,Develop and deploy a Large Language Model (LLM) based tool for generating human-like responses to natural language inputs for network not connected over internet,Smart Automation
1246,Software,Develop a AI/ML tool to detect whether a system/firewall/router/network is compromised. The technique should not rely only on IoCs (Indicators of Compromises) detection,Blockchain & Cybersecurity
1247,Software,Develop a AI/ML tool to detect whether a system/firewall/router/network is compromised. The technique should not rely only on IoCs (Indicators of Compromises) detection,Blockchain & Cybersecurity
1248,Software,Develop a AI/ML tool to detect whether a system/firewall/router/network is compromised. The technique should not rely only on IoCs (Indicators of Compromises) detection,Blockchain & Cybersecurity
1249,Software,Develop a AI/ML tool to detect whether a system/firewall/router/network is compromised. The technique should not rely only on IoCs (Indicators of Compromises) detection,Blockchain & Cybersecurity
1250,Software,Develop a AI/ML tool to detect whether a system/firewall/router/network is compromised. The technique should not rely only on IoCs (Indicators of Compromises) detection,Blockchain & Cybersecurity
1251,Software,Develop Ransomware Readiness Assessment tool,Blockchain & Cybersecurity
1252,Software,Develop Ransomware Readiness Assessment tool,Blockchain & Cybersecurity
1253,Software,Develop Ransomware Readiness Assessment tool,Blockchain & Cybersecurity
1254,Software,Develop Ransomware Readiness Assessment tool,Blockchain & Cybersecurity
